viewer_countyname,factsk,age_group_desc,dim_dayofweek,dim_month,dim_partname,dim_year,dimdate,dimpartsk,part_countyname,partsk,viewersk,vote,votecategory,votecost,votedate,votemode
Galway,100594758472619741,18-24,1,1,Patrick Hicks,2020,05/01/2020,100594758472613928,Donegal,100594758472613928,100594758472614166,2,Jury,0.5,05/01/2020,Facebook
Galway,100594758472619770,>50,1,1,The Cody Stafford Group,2021,03/01/2021,100594758472613915,Cork,100594758472613915,100594758472614171,3,Jury,1,03/01/2021,Phone
Galway,100594758472619771,>50,1,1,The Carol Martinez Experience,2015,04/01/2015,100594758472613921,Galway,100594758472613921,100594758472614171,4,Jury,0.200000000000000011102230246251565404236316680908203125,04/01/2015,Phone
Galway,100594758472619772,>50,1,1,Elizabeth Fischer,2019,06/01/2019,100594758472613927,Donegal,100594758472613927,100594758472614171,3,Jury,0.5,06/01/2019,Facebook
Galway,100594758472619773,>50,1,1,David Young,2013,06/01/2013,100594758472613939,Clare,100594758472613939,100594758472614171,2,Jury,0.200000000000000011102230246251565404236316680908203125,06/01/2013,Facebook
Galway,100594758472619809,>50,1,1,Benjamin Perez,2018,07/01/2018,100594758472613926,Donegal,100594758472613926,100594758472614181,1,Jury,0.5,07/01/2018,Instagram
Galway,100594758472619810,>50,1,1,Patrick Hicks,2020,05/01/2020,100594758472613928,Donegal,100594758472613928,100594758472614181,1,Jury,0.5,05/01/2020,Facebook
Galway,100594758472619811,>50,1,1,Laura Mitchell,2021,03/01/2021,100594758472613936,Tipperary,100594758472613936,100594758472614181,2,Jury,0.5,03/01/2021,Facebook
Galway,100594758472619812,>50,1,1,The Joseph Roberts Combo,2017,01/01/2017,100594758472613945,Tyrone,100594758472613945,100594758472614181,1,Jury,0.5,01/01/2017,Instagram
Galway,100594758472619813,>50,1,1,Howard Rice,2014,05/01/2014,100594758472613953,Roscommon,100594758472613953,100594758472614181,4,Jury,0.200000000000000011102230246251565404236316680908203125,05/01/2014,Instagram
Galway,100594758472619832,>50,1,1,April Page,2017,01/01/2017,100594758472613912,Cork,100594758472613912,100594758472614185,1,Jury,1,01/01/2017,Phone
Galway,100594758472619833,>50,1,1,Noah Wiley,2019,06/01/2019,100594758472613919,Galway,100594758472613919,100594758472614185,4,Jury,0.5,06/01/2019,Instagram
Galway,100594758472619834,>50,1,1,Renee Burton,2013,06/01/2013,100594758472613920,Galway,100594758472613920,100594758472614185,5,Jury,0.200000000000000011102230246251565404236316680908203125,06/01/2013,Phone
Galway,100594758472619835,>50,1,1,The Carol Martinez Experience,2015,04/01/2015,100594758472613921,Galway,100594758472613921,100594758472614185,3,Jury,0.200000000000000011102230246251565404236316680908203125,04/01/2015,Facebook
Galway,100594758472619836,>50,1,1,Scott Craig,2014,05/01/2014,100594758472613929,Donegal,100594758472613929,100594758472614185,3,Jury,0.5,05/01/2014,TV
Galway,100594758472619837,>50,1,1,The Thomas Willis MD Combo,2022,02/01/2022,100594758472613932,Kerry,100594758472613932,100594758472614185,2,Jury,1,02/01/2022,TV
Galway,100594758472619838,>50,1,1,Alexandra Parsons,2018,07/01/2018,100594758472613946,Antrim,100594758472613946,100594758472614185,1,Jury,1,07/01/2018,Phone
Galway,100594758472619839,>50,1,1,The Erica Kim Band,2021,03/01/2021,100594758472613979,Offaly,100594758472613979,100594758472614185,1,Jury,1,03/01/2021,TV
Galway,100594758472619840,>50,1,1,Amanda Hahn,2016,03/01/2016,100594758472613999,Kildare,100594758472613999,100594758472614185,3,Jury,1,03/01/2016,TV
Galway,100594758472619949,25-30,1,1,Ian Johnson,2018,07/01/2018,100594758472613924,Mayo,100594758472613924,100594758472614210,2,Jury,1,07/01/2018,TV
Galway,100594758472619950,25-30,1,1,Scott Craig,2014,05/01/2014,100594758472613929,Donegal,100594758472613929,100594758472614210,1,Jury,0.200000000000000011102230246251565404236316680908203125,05/01/2014,Instagram
Galway,100594758472619951,25-30,1,1,Mary Moore,2021,03/01/2021,100594758472613930,Kerry,100594758472613930,100594758472614210,2,Jury,0.5,03/01/2021,Facebook
Galway,100594758472619952,25-30,1,1,The Thomas Willis MD Combo,2022,02/01/2022,100594758472613932,Kerry,100594758472613932,100594758472614210,5,Jury,0.5,02/01/2022,Facebook
Galway,100594758472619953,25-30,1,1,Catherine Mack,2015,04/01/2015,100594758472613938,Clare,100594758472613938,100594758472614210,3,Jury,0.200000000000000011102230246251565404236316680908203125,04/01/2015,Instagram
Galway,100594758472619954,25-30,1,1,The Michael Key Group,2016,03/01/2016,100594758472613961,Down,100594758472613961,100594758472614210,1,Jury,1,03/01/2016,TV
Galway,100594758472619955,25-30,1,1,Mary Hawkins,2020,05/01/2020,100594758472613990,Westmeath,100594758472613990,100594758472614210,1,Jury,1,05/01/2020,TV
Galway,100594758472619965,18-24,1,1,Michael Marshall,2018,07/01/2018,100594758472613914,Cork,100594758472613914,100594758472614213,3,Jury,1,07/01/2018,TV
Galway,100594758472619966,18-24,1,1,The Kevin Dillon Group,2014,05/01/2014,100594758472613968,Kilkenny,100594758472613968,100594758472614213,4,Jury,0.200000000000000011102230246251565404236316680908203125,05/01/2014,Facebook
Galway,100594758472619967,18-24,1,1,Debra Stark,2019,06/01/2019,100594758472613987,Westmeath,100594758472613987,100594758472614213,4,Jury,1,06/01/2019,Phone
Galway,100594758472620055,18-24,1,1,The Vanessa Parker Group,2017,01/01/2017,100594758472613923,Galway,100594758472613923,100594758472614233,1,Jury,0.5,01/01/2017,Instagram
Galway,100594758472620056,18-24,1,1,Alexandra Parsons,2018,07/01/2018,100594758472613946,Antrim,100594758472613946,100594758472614233,2,Jury,1,07/01/2018,TV
Galway,100594758472620057,18-24,1,1,The Kevin Dillon Group,2014,05/01/2014,100594758472613968,Kilkenny,100594758472613968,100594758472614233,5,Jury,0.200000000000000011102230246251565404236316680908203125,05/01/2014,Instagram
Galway,100594758472620058,18-24,1,1,Nathan Ortega,2021,03/01/2021,100594758472613982,Cavan,100594758472613982,100594758472614233,1,Jury,1,03/01/2021,TV
Galway,100594758472620059,18-24,1,1,Ellen Ross,2020,05/01/2020,100594758472613995,Laois,100594758472613995,100594758472614233,1,Jury,0.5,05/01/2020,Instagram
Galway,100594758472620079,18-24,1,1,The Cody Stafford Group,2021,03/01/2021,100594758472613915,Cork,100594758472613915,100594758472614238,1,Jury,1,03/01/2021,TV
Galway,100594758472620080,18-24,1,1,Noah Wiley,2019,06/01/2019,100594758472613919,Galway,100594758472613919,100594758472614238,4,Jury,0.5,06/01/2019,Instagram
Galway,100594758472620081,18-24,1,1,Patrick Hicks,2020,05/01/2020,100594758472613928,Donegal,100594758472613928,100594758472614238,3,Jury,1,05/01/2020,TV
Galway,100594758472620082,18-24,1,1,Howard Rice,2014,05/01/2014,100594758472613953,Roscommon,100594758472613953,100594758472614238,5,Jury,0.200000000000000011102230246251565404236316680908203125,05/01/2014,Instagram
Galway,100594758472620151,25-30,1,1,April Page,2017,01/01/2017,100594758472613912,Cork,100594758472613912,100594758472614254,4,Jury,1,01/01/2017,TV
Galway,100594758472620152,25-30,1,1,Renee Burton,2013,06/01/2013,100594758472613920,Galway,100594758472613920,100594758472614254,3,Jury,0.200000000000000011102230246251565404236316680908203125,06/01/2013,Facebook
Galway,100594758472620153,25-30,1,1,The Thomas Willis MD Combo,2022,02/01/2022,100594758472613932,Kerry,100594758472613932,100594758472614254,3,Jury,0.5,02/01/2022,Facebook
Galway,100594758472620274,18-24,1,1,The Carol Martinez Experience,2015,04/01/2015,100594758472613921,Galway,100594758472613921,100594758472614281,4,Jury,0.200000000000000011102230246251565404236316680908203125,04/01/2015,Facebook
Galway,100594758472620275,18-24,1,1,The Vanessa Parker Group,2017,01/01/2017,100594758472613923,Galway,100594758472613923,100594758472614281,2,Jury,1,01/01/2017,TV
Galway,100594758472620276,18-24,1,1,Ian Johnson,2018,07/01/2018,100594758472613924,Mayo,100594758472613924,100594758472614281,4,Jury,1,07/01/2018,Phone
Galway,100594758472620277,18-24,1,1,Patrick Hicks,2020,05/01/2020,100594758472613928,Donegal,100594758472613928,100594758472614281,2,Jury,1,05/01/2020,TV
Galway,100594758472620278,18-24,1,1,Scott Craig,2014,05/01/2014,100594758472613929,Donegal,100594758472613929,100594758472614281,3,Jury,0.200000000000000011102230246251565404236316680908203125,05/01/2014,Phone
Galway,100594758472620291,31-49,1,1,April Page,2017,01/01/2017,100594758472613912,Cork,100594758472613912,100594758472614286,5,Jury,0.5,01/01/2017,Facebook
Galway,100594758472620292,31-49,1,1,Patrick Hicks,2020,05/01/2020,100594758472613928,Donegal,100594758472613928,100594758472614286,2,Jury,1,05/01/2020,Phone
Galway,100594758472620293,31-49,1,1,David Young,2013,06/01/2013,100594758472613939,Clare,100594758472613939,100594758472614286,3,Jury,0.200000000000000011102230246251565404236316680908203125,06/01/2013,Phone
Galway,100594758472620294,31-49,1,1,Howard Rice,2014,05/01/2014,100594758472613953,Roscommon,100594758472613953,100594758472614286,2,Jury,0.200000000000000011102230246251565404236316680908203125,05/01/2014,Phone
Galway,100594758472620295,31-49,1,1,The Michael Key Group,2016,03/01/2016,100594758472613961,Down,100594758472613961,100594758472614286,3,Jury,1,03/01/2016,Phone
Galway,100594758472620437,31-49,1,1,Michael Marshall,2018,07/01/2018,100594758472613914,Cork,100594758472613914,100594758472614316,5,Jury,0.5,07/01/2018,Facebook
Galway,100594758472620438,31-49,1,1,Noah Wiley,2019,06/01/2019,100594758472613919,Galway,100594758472613919,100594758472614316,3,Jury,1,06/01/2019,TV
Galway,100594758472620439,31-49,1,1,The Carol Martinez Experience,2015,04/01/2015,100594758472613921,Galway,100594758472613921,100594758472614316,3,Jury,0.200000000000000011102230246251565404236316680908203125,04/01/2015,Instagram
Galway,100594758472620440,31-49,1,1,The Jeremiah Simmons Band,2016,03/01/2016,100594758472613922,Galway,100594758472613922,100594758472614316,2,Jury,0.5,03/01/2016,Instagram
Galway,100594758472620441,31-49,1,1,Laura Mitchell,2021,03/01/2021,100594758472613936,Tipperary,100594758472613936,100594758472614316,3,Jury,0.5,03/01/2021,Instagram
Galway,100594758472620442,31-49,1,1,Micheal Olsen,2022,02/01/2022,100594758472613955,Roscommon,100594758472613955,100594758472614316,5,Jury,1,02/01/2022,Phone
Galway,100594758472620443,31-49,1,1,David Abbott,2020,05/01/2020,100594758472613984,Waterford,100594758472613984,100594758472614316,5,Jury,1,05/01/2020,Phone
Galway,100594758472620650,31-49,1,1,Noah Wiley,2019,06/01/2019,100594758472613919,Galway,100594758472613919,100594758472614015,2,Audience,1,06/01/2019,Phone
Galway,100594758472620651,31-49,1,1,Renee Burton,2013,06/01/2013,100594758472613920,Galway,100594758472613920,100594758472614015,4,Audience,0.200000000000000011102230246251565404236316680908203125,06/01/2013,Phone
Galway,100594758472620652,31-49,1,1,The Carol Martinez Experience,2015,04/01/2015,100594758472613921,Galway,100594758472613921,100594758472614015,5,Audience,0.200000000000000011102230246251565404236316680908203125,04/01/2015,Instagram
Galway,100594758472620653,31-49,1,1,The Vanessa Parker Group,2017,01/01/2017,100594758472613923,Galway,100594758472613923,100594758472614015,2,Audience,1,01/01/2017,Phone
Galway,100594758472620654,31-49,1,1,Patrick Hicks,2020,05/01/2020,100594758472613928,Donegal,100594758472613928,100594758472614015,4,Audience,1,05/01/2020,TV
Galway,100594758472620655,31-49,1,1,Tracy Edwards,2014,05/01/2014,100594758472613966,Derry,100594758472613966,100594758472614015,4,Audience,0.5,05/01/2014,TV
Galway,100594758472620656,31-49,1,1,Nancy Chapman,2018,07/01/2018,100594758472613978,Offaly,100594758472613978,100594758472614015,2,Audience,0.5,07/01/2018,Instagram
Galway,100594758472620657,31-49,1,1,Nathan Ortega,2021,03/01/2021,100594758472613982,Cavan,100594758472613982,100594758472614015,1,Audience,1,03/01/2021,TV
Galway,100594758472620658,31-49,1,1,Deborah Wright,2016,03/01/2016,100594758472614006,Fermanagh,100594758472614006,100594758472614015,1,Audience,1,03/01/2016,Phone
Galway,100594758472620706,>50,1,1,April Page,2017,01/01/2017,100594758472613912,Cork,100594758472613912,100594758472614026,4,Audience,0.5,01/01/2017,Instagram
Galway,100594758472620707,>50,1,1,Noah Wiley,2019,06/01/2019,100594758472613919,Galway,100594758472613919,100594758472614026,2,Audience,1,06/01/2019,Phone
Galway,100594758472620708,>50,1,1,The Jeremiah Simmons Band,2016,03/01/2016,100594758472613922,Galway,100594758472613922,100594758472614026,5,Audience,0.5,03/01/2016,Instagram
Galway,100594758472620709,>50,1,1,Ian Johnson,2018,07/01/2018,100594758472613924,Mayo,100594758472613924,100594758472614026,2,Audience,0.5,07/01/2018,Instagram
Galway,100594758472620710,>50,1,1,The Thomas Willis MD Combo,2022,02/01/2022,100594758472613932,Kerry,100594758472613932,100594758472614026,1,Audience,1,02/01/2022,Phone
Galway,100594758472620711,>50,1,1,Howard Rice,2014,05/01/2014,100594758472613953,Roscommon,100594758472613953,100594758472614026,1,Audience,0.200000000000000011102230246251565404236316680908203125,05/01/2014,Instagram
Galway,100594758472620906,31-49,1,1,April Page,2017,01/01/2017,100594758472613912,Cork,100594758472613912,100594758472614065,5,Audience,1,01/01/2017,TV
Galway,100594758472620907,31-49,1,1,The Jeremiah Simmons Band,2016,03/01/2016,100594758472613922,Galway,100594758472613922,100594758472614065,3,Audience,1,03/01/2016,TV
Galway,100594758472620908,31-49,1,1,Patrick Hicks,2020,05/01/2020,100594758472613928,Donegal,100594758472613928,100594758472614065,1,Audience,1,05/01/2020,TV
Galway,100594758472620909,31-49,1,1,Laura Mitchell,2021,03/01/2021,100594758472613936,Tipperary,100594758472613936,100594758472614065,4,Audience,0.5,03/01/2021,Instagram
Galway,100594758472620910,31-49,1,1,Christopher Obrien,2022,02/01/2022,100594758472613949,Limerick,100594758472613949,100594758472614065,2,Audience,0.5,02/01/2022,Instagram
Galway,100594758472620911,31-49,1,1,The Robert Carey II Band,2015,04/01/2015,100594758472613962,Down,100594758472613962,100594758472614065,2,Audience,0.200000000000000011102230246251565404236316680908203125,04/01/2015,Phone
Galway,100594758472621317,31-49,1,1,Ian Johnson,2018,07/01/2018,100594758472613924,Mayo,100594758472613924,100594758472614155,1,Audience,1,07/01/2018,TV
Galway,100594758472621318,31-49,1,1,Jordan Wood,2015,04/01/2015,100594758472613935,Tipperary,100594758472613935,100594758472614155,4,Audience,0.200000000000000011102230246251565404236316680908203125,04/01/2015,Instagram
Galway,100594758472621319,31-49,1,1,David Young,2013,06/01/2013,100594758472613939,Clare,100594758472613939,100594758472614155,2,Audience,0.200000000000000011102230246251565404236316680908203125,06/01/2013,Instagram
Galway,100594758472621320,31-49,1,1,The Joseph Roberts Combo,2017,01/01/2017,100594758472613945,Tyrone,100594758472613945,100594758472614155,5,Audience,0.5,01/01/2017,Instagram
Galway,100594758472621372,18-24,1,1,April Page,2017,01/01/2017,100594758472613912,Cork,100594758472613912,100594758472614166,2,Audience,0.5,01/01/2017,Facebook
Galway,100594758472621373,18-24,1,1,The Cody Stafford Group,2021,03/01/2021,100594758472613915,Cork,100594758472613915,100594758472614166,4,Audience,1,03/01/2021,TV
Galway,100594758472621374,18-24,1,1,The Carol Martinez Experience,2015,04/01/2015,100594758472613921,Galway,100594758472613921,100594758472614166,1,Audience,0.200000000000000011102230246251565404236316680908203125,04/01/2015,Phone
Galway,100594758472621375,18-24,1,1,Scott Craig,2014,05/01/2014,100594758472613929,Donegal,100594758472613929,100594758472614166,4,Audience,0.200000000000000011102230246251565404236316680908203125,05/01/2014,Phone
Galway,100594758472621376,18-24,1,1,The Thomas Willis MD Combo,2022,02/01/2022,100594758472613932,Kerry,100594758472613932,100594758472614166,3,Audience,0.5,02/01/2022,Instagram
Galway,100594758472621377,18-24,1,1,David Young,2013,06/01/2013,100594758472613939,Clare,100594758472613939,100594758472614166,3,Audience,0.200000000000000011102230246251565404236316680908203125,06/01/2013,Facebook
Galway,100594758472621378,18-24,1,1,Kaitlyn Thomas,2019,06/01/2019,100594758472613943,Tyrone,100594758472613943,100594758472614166,2,Audience,0.5,06/01/2019,Facebook
Galway,100594758472621387,>50,1,1,Michael Marshall,2018,07/01/2018,100594758472613914,Cork,100594758472613914,100594758472614171,2,Audience,0.5,07/01/2018,Facebook
Galway,100594758472621388,>50,1,1,The Vanessa Parker Group,2017,01/01/2017,100594758472613923,Galway,100594758472613923,100594758472614171,1,Audience,0.5,01/01/2017,Instagram
Galway,100594758472621389,>50,1,1,Christopher Obrien,2022,02/01/2022,100594758472613949,Limerick,100594758472613949,100594758472614171,2,Audience,1,02/01/2022,TV
Galway,100594758472621390,>50,1,1,Howard Rice,2014,05/01/2014,100594758472613953,Roscommon,100594758472613953,100594758472614171,2,Audience,0.200000000000000011102230246251565404236316680908203125,05/01/2014,Phone
Galway,100594758472621391,>50,1,1,Mrs. Joy Herrera,2016,03/01/2016,100594758472613991,Westmeath,100594758472613991,100594758472614171,1,Audience,1,03/01/2016,Phone
Galway,100594758472621441,>50,1,1,Renee Burton,2013,06/01/2013,100594758472613920,Galway,100594758472613920,100594758472614181,4,Audience,0.200000000000000011102230246251565404236316680908203125,06/01/2013,Instagram
Galway,100594758472621442,>50,1,1,The Jeremiah Simmons Band,2016,03/01/2016,100594758472613922,Galway,100594758472613922,100594758472614181,5,Audience,1,03/01/2016,TV
Galway,100594758472621443,>50,1,1,Christopher Obrien,2022,02/01/2022,100594758472613949,Limerick,100594758472613949,100594758472614181,1,Audience,0.5,02/01/2022,Instagram
Galway,100594758472621577,25-30,1,1,Matthew Villegas Jr.,2013,06/01/2013,100594758472613918,Galway,100594758472613918,100594758472614210,5,Audience,0.200000000000000011102230246251565404236316680908203125,06/01/2013,Instagram
Galway,100594758472621578,25-30,1,1,Noah Wiley,2019,06/01/2019,100594758472613919,Galway,100594758472613919,100594758472614210,3,Audience,1,06/01/2019,Phone
Galway,100594758472621579,25-30,1,1,William Thompson,2017,01/01/2017,100594758472613941,Clare,100594758472613941,100594758472614210,5,Audience,1,01/01/2017,Phone
Galway,100594758472621590,18-24,1,1,April Page,2017,01/01/2017,100594758472613912,Cork,100594758472613912,100594758472614213,5,Audience,1,01/01/2017,Phone
Galway,100594758472621591,18-24,1,1,Anthony Jimenez,2016,03/01/2016,100594758472613916,Galway,100594758472613916,100594758472614213,5,Audience,0.5,03/01/2016,Instagram
Galway,100594758472621592,18-24,1,1,Matthew Villegas Jr.,2013,06/01/2013,100594758472613918,Galway,100594758472613918,100594758472614213,4,Audience,0.200000000000000011102230246251565404236316680908203125,06/01/2013,Facebook
Galway,100594758472621593,18-24,1,1,Patrick Hicks,2020,05/01/2020,100594758472613928,Donegal,100594758472613928,100594758472614213,1,Audience,0.5,05/01/2020,Facebook
Galway,100594758472621594,18-24,1,1,Mary Moore,2021,03/01/2021,100594758472613930,Kerry,100594758472613930,100594758472614213,5,Audience,1,03/01/2021,Phone
Galway,100594758472621595,18-24,1,1,Andrea Moran,2015,04/01/2015,100594758472613933,Tipperary,100594758472613933,100594758472614213,3,Audience,0.200000000000000011102230246251565404236316680908203125,04/01/2015,Instagram
Galway,100594758472621596,18-24,1,1,Christopher Obrien,2022,02/01/2022,100594758472613949,Limerick,100594758472613949,100594758472614213,1,Audience,0.5,02/01/2022,Instagram
Galway,100594758472621686,18-24,1,1,Renee Burton,2013,06/01/2013,100594758472613920,Galway,100594758472613920,100594758472614233,4,Audience,0.200000000000000011102230246251565404236316680908203125,06/01/2013,Instagram
Galway,100594758472621687,18-24,1,1,The Carol Martinez Experience,2015,04/01/2015,100594758472613921,Galway,100594758472613921,100594758472614233,2,Audience,0.5,04/01/2015,TV
Galway,100594758472621688,18-24,1,1,Elizabeth Fischer,2019,06/01/2019,100594758472613927,Donegal,100594758472613927,100594758472614233,1,Audience,0.5,06/01/2019,Facebook
Galway,100594758472621689,18-24,1,1,The Michael Key Group,2016,03/01/2016,100594758472613961,Down,100594758472613961,100594758472614233,5,Audience,0.5,03/01/2016,Facebook
Galway,100594758472621711,18-24,1,1,Cindy Hill,2015,04/01/2015,100594758472613913,Cork,100594758472613913,100594758472614238,3,Audience,0.200000000000000011102230246251565404236316680908203125,04/01/2015,Facebook
Galway,100594758472621712,18-24,1,1,Michael Marshall,2018,07/01/2018,100594758472613914,Cork,100594758472613914,100594758472614238,2,Audience,0.5,07/01/2018,Instagram
Galway,100594758472621713,18-24,1,1,Matthew Villegas Jr.,2013,06/01/2013,100594758472613918,Galway,100594758472613918,100594758472614238,5,Audience,0.200000000000000011102230246251565404236316680908203125,06/01/2013,Facebook
Galway,100594758472621714,18-24,1,1,Stephanie Jimenez,2022,02/01/2022,100594758472613931,Kerry,100594758472613931,100594758472614238,2,Audience,0.5,02/01/2022,Facebook
Galway,100594758472621715,18-24,1,1,William Thompson,2017,01/01/2017,100594758472613941,Clare,100594758472613941,100594758472614238,5,Audience,0.5,01/01/2017,Instagram
Galway,100594758472621716,18-24,1,1,The Michael Key Group,2016,03/01/2016,100594758472613961,Down,100594758472613961,100594758472614238,3,Audience,0.5,03/01/2016,Instagram
Galway,100594758472621794,25-30,1,1,Patrick Hicks,2020,05/01/2020,100594758472613928,Donegal,100594758472613928,100594758472614254,2,Audience,0.5,05/01/2020,Facebook
Galway,100594758472621795,25-30,1,1,Andrea Moran,2015,04/01/2015,100594758472613933,Tipperary,100594758472613933,100594758472614254,5,Audience,0.200000000000000011102230246251565404236316680908203125,04/01/2015,Facebook
Galway,100594758472621796,25-30,1,1,Kaitlyn Thomas,2019,06/01/2019,100594758472613943,Tyrone,100594758472613943,100594758472614254,4,Audience,0.5,06/01/2019,Instagram
Galway,100594758472621797,25-30,1,1,Howard Rice,2014,05/01/2014,100594758472613953,Roscommon,100594758472613953,100594758472614254,3,Audience,0.200000000000000011102230246251565404236316680908203125,05/01/2014,Phone
Galway,100594758472621798,25-30,1,1,Tara Smith,2016,03/01/2016,100594758472613973,Wicklow,100594758472613973,100594758472614254,3,Audience,1,03/01/2016,TV
Galway,100594758472621799,25-30,1,1,Kevin Gonzales,2018,07/01/2018,100594758472613981,Cavan,100594758472613981,100594758472614254,1,Audience,1,07/01/2018,Phone
Galway,100594758472621800,25-30,1,1,Nathan Ortega,2021,03/01/2021,100594758472613982,Cavan,100594758472613982,100594758472614254,3,Audience,0.5,03/01/2021,Instagram
Galway,100594758472621924,18-24,1,1,The Cody Stafford Group,2021,03/01/2021,100594758472613915,Cork,100594758472613915,100594758472614281,3,Audience,0.5,03/01/2021,Instagram
Galway,100594758472621925,18-24,1,1,Noah Wiley,2019,06/01/2019,100594758472613919,Galway,100594758472613919,100594758472614281,4,Audience,0.5,06/01/2019,Facebook
Galway,100594758472621926,18-24,1,1,Renee Burton,2013,06/01/2013,100594758472613920,Galway,100594758472613920,100594758472614281,3,Audience,0.200000000000000011102230246251565404236316680908203125,06/01/2013,Phone
Galway,100594758472621927,18-24,1,1,Christopher Obrien,2022,02/01/2022,100594758472613949,Limerick,100594758472613949,100594758472614281,4,Audience,0.5,02/01/2022,Facebook
Galway,100594758472621955,31-49,1,1,Michael Marshall,2018,07/01/2018,100594758472613914,Cork,100594758472613914,100594758472614286,1,Audience,1,07/01/2018,Phone
Galway,100594758472621956,31-49,1,1,Emily Moore,2019,06/01/2019,100594758472613917,Galway,100594758472613917,100594758472614286,4,Audience,0.5,06/01/2019,Facebook
Galway,100594758472621957,31-49,1,1,Stephanie Jimenez,2022,02/01/2022,100594758472613931,Kerry,100594758472613931,100594758472614286,3,Audience,0.5,02/01/2022,Facebook
Galway,100594758472621958,31-49,1,1,Jordan Wood,2015,04/01/2015,100594758472613935,Tipperary,100594758472613935,100594758472614286,3,Audience,0.200000000000000011102230246251565404236316680908203125,04/01/2015,Instagram
Galway,100594758472622092,31-49,1,1,David Young,2013,06/01/2013,100594758472613939,Clare,100594758472613939,100594758472614316,4,Audience,0.200000000000000011102230246251565404236316680908203125,06/01/2013,Phone
Galway,100594758472622093,31-49,1,1,Andrew Hanson,2017,01/01/2017,100594758472613964,Derry,100594758472613964,100594758472614316,3,Audience,1,01/01/2017,Phone
Galway,100594758472622094,31-49,1,1,Tracy Edwards,2014,05/01/2014,100594758472613966,Derry,100594758472613966,100594758472614316,4,Audience,0.200000000000000011102230246251565404236316680908203125,05/01/2014,Phone
Galway,100594758472622523,18-24,1,1,April Page,2017,01/01/2017,100594758472613912,Cork,100594758472613912,100594758472614410,5,Jury,0.5,01/01/2017,Instagram
Galway,100594758472622524,18-24,1,1,Anthony Jimenez,2016,03/01/2016,100594758472613916,Galway,100594758472613916,100594758472614410,1,Jury,0.5,03/01/2016,Instagram
Galway,100594758472622525,18-24,1,1,Matthew Villegas Jr.,2013,06/01/2013,100594758472613918,Galway,100594758472613918,100594758472614410,2,Jury,0.200000000000000011102230246251565404236316680908203125,06/01/2013,Instagram
Galway,100594758472622526,18-24,1,1,Noah Wiley,2019,06/01/2019,100594758472613919,Galway,100594758472613919,100594758472614410,3,Jury,0.5,06/01/2019,Instagram
Galway,100594758472622527,18-24,1,1,Ian Johnson,2018,07/01/2018,100594758472613924,Mayo,100594758472613924,100594758472614410,4,Jury,1,07/01/2018,TV
Galway,100594758472622528,18-24,1,1,Patrick Hicks,2020,05/01/2020,100594758472613928,Donegal,100594758472613928,100594758472614410,2,Jury,1,05/01/2020,TV
Galway,100594758472622529,18-24,1,1,The Thomas Willis MD Combo,2022,02/01/2022,100594758472613932,Kerry,100594758472613932,100594758472614410,2,Jury,0.5,02/01/2022,Facebook
