
 viewer_countyname | factsk             | age_group_desc | dim_dayofweek | dim_month | dim_partname                  | dim_year | dimdate    | dimpartsk          | part_countyname | partsk             | viewersk           | vote | votecategory | votecost                                                 | votedate   | votemode
            Galway | 100594758472621387 |            >50 |             1 |         1 |              Michael Marshall |     2018 | 2018-01-07 | 100594758472613914 |            Cork | 100594758472613914 | 100594758472614171 |    2 |     Audience |                                                      0.5 | 2018-01-07 | Facebook
            Galway | 100594758472621592 |          18-24 |             1 |         1 |          Matthew Villegas Jr. |     2013 | 2013-01-06 | 100594758472613918 |          Galway | 100594758472613918 | 100594758472614213 |    4 |     Audience | 0.200000000000000011102230246251565404236316680908203125 | 2013-01-06 | Facebook
            Galway | 100594758472621593 |          18-24 |             1 |         1 |                 Patrick Hicks |     2020 | 2020-01-05 | 100594758472613928 |         Donegal | 100594758472613928 | 100594758472614213 |    1 |     Audience |                                                      0.5 | 2020-01-05 | Facebook
            Galway | 100594758472621688 |          18-24 |             1 |         1 |             Elizabeth Fischer |     2019 | 2019-01-06 | 100594758472613927 |         Donegal | 100594758472613927 | 100594758472614233 |    1 |     Audience |                                                      0.5 | 2019-01-06 | Facebook
            Galway | 100594758472621689 |          18-24 |             1 |         1 |         The Michael Key Group |     2016 | 2016-01-03 | 100594758472613961 |            Down | 100594758472613961 | 100594758472614233 |    5 |     Audience |                                                      0.5 | 2016-01-03 | Facebook
            Galway | 100594758472621711 |          18-24 |             1 |         1 |                    Cindy Hill |     2015 | 2015-01-04 | 100594758472613913 |            Cork | 100594758472613913 | 100594758472614238 |    3 |     Audience | 0.200000000000000011102230246251565404236316680908203125 | 2015-01-04 | Facebook
            Galway | 100594758472621713 |          18-24 |             1 |         1 |          Matthew Villegas Jr. |     2013 | 2013-01-06 | 100594758472613918 |          Galway | 100594758472613918 | 100594758472614238 |    5 |     Audience | 0.200000000000000011102230246251565404236316680908203125 | 2013-01-06 | Facebook
            Galway | 100594758472621714 |          18-24 |             1 |         1 |             Stephanie Jimenez |     2022 | 2022-01-02 | 100594758472613931 |           Kerry | 100594758472613931 | 100594758472614238 |    2 |     Audience |                                                      0.5 | 2022-01-02 | Facebook
            Galway | 100594758472621794 |          25-30 |             1 |         1 |                 Patrick Hicks |     2020 | 2020-01-05 | 100594758472613928 |         Donegal | 100594758472613928 | 100594758472614254 |    2 |     Audience |                                                      0.5 | 2020-01-05 | Facebook
            Galway | 100594758472621795 |          25-30 |             1 |         1 |                  Andrea Moran |     2015 | 2015-01-04 | 100594758472613933 |       Tipperary | 100594758472613933 | 100594758472614254 |    5 |     Audience | 0.200000000000000011102230246251565404236316680908203125 | 2015-01-04 | Facebook
            Galway | 100594758472621925 |          18-24 |             1 |         1 |                    Noah Wiley |     2019 | 2019-01-06 | 100594758472613919 |          Galway | 100594758472613919 | 100594758472614281 |    4 |     Audience |                                                      0.5 | 2019-01-06 | Facebook
            Galway | 100594758472621927 |          18-24 |             1 |         1 |            Christopher Obrien |     2022 | 2022-01-02 | 100594758472613949 |        Limerick | 100594758472613949 | 100594758472614281 |    4 |     Audience |                                                      0.5 | 2022-01-02 | Facebook
            Galway | 100594758472621956 |          31-49 |             1 |         1 |                   Emily Moore |     2019 | 2019-01-06 | 100594758472613917 |          Galway | 100594758472613917 | 100594758472614286 |    4 |     Audience |                                                      0.5 | 2019-01-06 | Facebook
            Galway | 100594758472621957 |          31-49 |             1 |         1 |             Stephanie Jimenez |     2022 | 2022-01-02 | 100594758472613931 |           Kerry | 100594758472613931 | 100594758472614286 |    3 |     Audience |                                                      0.5 | 2022-01-02 | Facebook
            Galway | 100594758472622529 |          18-24 |             1 |         1 |    The Thomas Willis MD Combo |     2022 | 2022-01-02 | 100594758472613932 |           Kerry | 100594758472613932 | 100594758472614410 |    2 |         Jury |                                                      0.5 | 2022-01-02 | Facebook
            Galway | 100594758472622531 |          18-24 |             1 |         1 |            The Erica Kim Band |     2021 | 2021-01-03 | 100594758472613979 |          Offaly | 100594758472613979 | 100594758472614410 |    2 |         Jury |                                                      0.5 | 2021-01-03 | Facebook
            Galway | 100594758472622656 |          31-49 |             1 |         1 |                   Ian Johnson |     2018 | 2018-01-07 | 100594758472613924 |            Mayo | 100594758472613924 | 100594758472614439 |    3 |         Jury |                                                      0.5 | 2018-01-07 | Facebook
            Galway | 100594758472622657 |          31-49 |             1 |         1 |                   David Young |     2013 | 2013-01-06 | 100594758472613939 |           Clare | 100594758472613939 | 100594758472614439 |    1 |         Jury | 0.200000000000000011102230246251565404236316680908203125 | 2013-01-06 | Facebook
            Galway | 100594758472622849 |          31-49 |             1 |         1 |                  Renee Burton |     2013 | 2013-01-06 | 100594758472613920 |          Galway | 100594758472613920 | 100594758472614479 |    5 |         Jury | 0.200000000000000011102230246251565404236316680908203125 | 2013-01-06 | Facebook
            Galway | 100594758472622851 |          31-49 |             1 |         1 |    The Thomas Willis MD Combo |     2022 | 2022-01-02 | 100594758472613932 |           Kerry | 100594758472613932 | 100594758472614479 |    4 |         Jury |                                                      0.5 | 2022-01-02 | Facebook
            Galway | 100594758472622852 |          31-49 |             1 |         1 |                Laura Mitchell |     2021 | 2021-01-03 | 100594758472613936 |       Tipperary | 100594758472613936 | 100594758472614479 |    1 |         Jury |                                                      0.5 | 2021-01-03 | Facebook
            Galway | 100594758472622926 |          18-24 |             1 |         1 |                   Scott Craig |     2014 | 2014-01-05 | 100594758472613929 |         Donegal | 100594758472613929 | 100594758472614496 |    2 |         Jury | 0.200000000000000011102230246251565404236316680908203125 | 2014-01-05 | Facebook
            Galway | 100594758472623013 |          18-24 |             1 |         1 |                   Emily Moore |     2019 | 2019-01-06 | 100594758472613917 |          Galway | 100594758472613917 | 100594758472614513 |    1 |         Jury |                                                      0.5 | 2019-01-06 | Facebook
            Galway | 100594758472623014 |          18-24 |             1 |         1 |                   Scott Craig |     2014 | 2014-01-05 | 100594758472613929 |         Donegal | 100594758472613929 | 100594758472614513 |    1 |         Jury | 0.200000000000000011102230246251565404236316680908203125 | 2014-01-05 | Facebook
            Galway | 100594758472623057 |          31-49 |             1 |         1 |      The Vanessa Parker Group |     2017 | 2017-01-01 | 100594758472613923 |          Galway | 100594758472613923 | 100594758472614522 |    5 |         Jury |                                                      0.5 | 2017-01-01 | Facebook
            Galway | 100594758472623469 |          31-49 |             1 |         1 |                  Renee Burton |     2013 | 2013-01-06 | 100594758472613920 |          Galway | 100594758472613920 | 100594758472614609 |    2 |         Jury | 0.200000000000000011102230246251565404236316680908203125 | 2013-01-06 | Facebook
            Galway | 100594758472623493 |          18-24 |             1 |         1 |                   Angela York |     2020 | 2020-01-05 | 100594758472613911 |            Cork | 100594758472613911 | 100594758472614613 |    5 |         Jury |                                                      0.5 | 2020-01-05 | Facebook
            Galway | 100594758472623495 |          18-24 |             1 |         1 |                   Ian Johnson |     2018 | 2018-01-07 | 100594758472613924 |            Mayo | 100594758472613924 | 100594758472614613 |    5 |         Jury |                                                      0.5 | 2018-01-07 | Facebook
            Galway | 100594758472623528 |          31-49 |             1 |         1 |      The Jennifer Irwin Group |     2022 | 2022-01-02 | 100594758472613956 |       Roscommon | 100594758472613956 | 100594758472614620 |    5 |         Jury |                                                      0.5 | 2022-01-02 | Facebook
            Galway | 100594758472623573 |          31-49 |             1 |         1 |                  Cindy Hardin |     2019 | 2019-01-06 | 100594758472613947 |          Antrim | 100594758472613947 | 100594758472614630 |    1 |         Jury |                                                      0.5 | 2019-01-06 | Facebook
            Galway | 100594758472623722 |          18-24 |             1 |         1 |                   Sharon Sims |     2016 | 2016-01-03 | 100594758472613925 |            Mayo | 100594758472613925 | 100594758472614662 |    2 |         Jury |                                                      0.5 | 2016-01-03 | Facebook
            Galway | 100594758472623811 |          18-24 |             1 |         1 |                 Nathan Ortega |     2021 | 2021-01-03 | 100594758472613982 |           Cavan | 100594758472613982 | 100594758472614681 |    5 |         Jury |                                                      0.5 | 2021-01-03 | Facebook
            Galway | 100594758472623910 |          31-49 |             1 |         1 |            The Erica Kim Band |     2021 | 2021-01-03 | 100594758472613979 |          Offaly | 100594758472613979 | 100594758472614704 |    4 |         Jury |                                                      0.5 | 2021-01-03 | Facebook
            Galway | 100594758472624579 |          25-30 |             1 |         1 |                Michael Warren |     2014 | 2014-01-05 | 100594758472613967 |        Kilkenny | 100594758472613967 | 100594758472614492 |    3 |     Audience | 0.200000000000000011102230246251565404236316680908203125 | 2014-01-05 | Facebook
            Galway | 100594758472624672 |          18-24 |             1 |         1 |      The Vanessa Parker Group |     2017 | 2017-01-01 | 100594758472613923 |          Galway | 100594758472613923 | 100594758472614513 |    1 |     Audience |                                                      0.5 | 2017-01-01 | Facebook
            Galway | 100594758472624673 |          18-24 |             1 |         1 |                   Ian Johnson |     2018 | 2018-01-07 | 100594758472613924 |            Mayo | 100594758472613924 | 100594758472614513 |    1 |     Audience |                                                      0.5 | 2018-01-07 | Facebook
            Galway | 100594758472624714 |          31-49 |             1 |         1 |                    Noah Wiley |     2019 | 2019-01-06 | 100594758472613919 |          Galway | 100594758472613919 | 100594758472614522 |    3 |     Audience |                                                      0.5 | 2019-01-06 | Facebook
            Galway | 100594758472624740 |          31-49 |             1 |         1 |          The John Poole Combo |     2017 | 2017-01-01 | 100594758472613937 |       Tipperary | 100594758472613937 | 100594758472614527 |    1 |     Audience |                                                      0.5 | 2017-01-01 | Facebook
            Galway | 100594758472625027 |          18-24 |             1 |         1 |                   Emily Moore |     2019 | 2019-01-06 | 100594758472613917 |          Galway | 100594758472613917 | 100594758472614590 |    1 |     Audience |                                                      0.5 | 2019-01-06 | Facebook
            Galway | 100594758472625122 |          31-49 |             1 |         1 |                Benjamin Perez |     2018 | 2018-01-07 | 100594758472613926 |         Donegal | 100594758472613926 | 100594758472614609 |    2 |     Audience |                                                      0.5 | 2018-01-07 | Facebook
            Galway | 100594758472625123 |          31-49 |             1 |         1 |          The John Poole Combo |     2017 | 2017-01-01 | 100594758472613937 |       Tipperary | 100594758472613937 | 100594758472614609 |    3 |     Audience |                                                      0.5 | 2017-01-01 | Facebook
            Galway | 100594758472625124 |          31-49 |             1 |         1 |                 Nathan Ortega |     2021 | 2021-01-03 | 100594758472613982 |           Cavan | 100594758472613982 | 100594758472614609 |    3 |     Audience |                                                      0.5 | 2021-01-03 | Facebook
            Galway | 100594758472625135 |          18-24 |             1 |         1 |                    Noah Wiley |     2019 | 2019-01-06 | 100594758472613919 |          Galway | 100594758472613919 | 100594758472614613 |    3 |     Audience |                                                      0.5 | 2019-01-06 | Facebook
            Galway | 100594758472625165 |          31-49 |             1 |         1 |                   Emily Moore |     2019 | 2019-01-06 | 100594758472613917 |          Galway | 100594758472613917 | 100594758472614620 |    5 |     Audience |                                                      0.5 | 2019-01-06 | Facebook
            Galway | 100594758472625167 |          31-49 |             1 |         1 |                   Scott Craig |     2014 | 2014-01-05 | 100594758472613929 |         Donegal | 100594758472613929 | 100594758472614620 |    1 |     Audience | 0.200000000000000011102230246251565404236316680908203125 | 2014-01-05 | Facebook
            Galway | 100594758472625217 |          31-49 |             1 |         1 |                Mary Underwood |     2014 | 2014-01-05 | 100594758472613971 |         Wicklow | 100594758472613971 | 100594758472614630 |    1 |     Audience | 0.200000000000000011102230246251565404236316680908203125 | 2014-01-05 | Facebook
            Galway | 100594758472625218 |          31-49 |             1 |         1 |                 Nathan Ortega |     2021 | 2021-01-03 | 100594758472613982 |           Cavan | 100594758472613982 | 100594758472614630 |    2 |     Audience |                                                      0.5 | 2021-01-03 | Facebook
            Galway | 100594758472625360 |          18-24 |             1 |         1 |        The Kevin Dillon Group |     2014 | 2014-01-05 | 100594758472613968 |        Kilkenny | 100594758472613968 | 100594758472614662 |    3 |     Audience | 0.200000000000000011102230246251565404236316680908203125 | 2014-01-05 | Facebook
            Galway | 100594758472625455 |          18-24 |             1 |         1 |                  Renee Burton |     2013 | 2013-01-06 | 100594758472613920 |          Galway | 100594758472613920 | 100594758472614681 |    5 |     Audience | 0.200000000000000011102230246251565404236316680908203125 | 2013-01-06 | Facebook
            Galway | 100594758472625457 |          18-24 |             1 |         1 |                Benjamin Perez |     2018 | 2018-01-07 | 100594758472613926 |         Donegal | 100594758472613926 | 100594758472614681 |    4 |     Audience |                                                      0.5 | 2018-01-07 | Facebook
            Galway | 100594758472625458 |          18-24 |             1 |         1 |                  Cindy Hardin |     2019 | 2019-01-06 | 100594758472613947 |          Antrim | 100594758472613947 | 100594758472614681 |    5 |     Audience |                                                      0.5 | 2019-01-06 | Facebook
            Galway | 100594758472625574 |          31-49 |             1 |         1 |                   Scott Craig |     2014 | 2014-01-05 | 100594758472613929 |         Donegal | 100594758472613929 | 100594758472614704 |    1 |     Audience | 0.200000000000000011102230246251565404236316680908203125 | 2014-01-05 | Facebook
            Galway | 100594758472625575 |          31-49 |             1 |         1 |                Matthew Finley |     2016 | 2016-01-03 | 100594758472613944 |          Tyrone | 100594758472613944 | 100594758472614704 |    5 |     Audience |                                                      0.5 | 2016-01-03 | Facebook
            Galway | 100594758472625734 |          31-49 |             1 |         1 | The Carol Martinez Experience |     2015 | 2015-01-04 | 100594758472613921 |          Galway | 100594758472613921 | 100594758472614738 |    4 |         Jury | 0.200000000000000011102230246251565404236316680908203125 | 2015-01-04 | Facebook
            Galway | 100594758472625735 |          31-49 |             1 |         1 |                   Scott Craig |     2014 | 2014-01-05 | 100594758472613929 |         Donegal | 100594758472613929 | 100594758472614738 |    1 |         Jury | 0.200000000000000011102230246251565404236316680908203125 | 2014-01-05 | Facebook
            Galway | 100594758472625736 |          31-49 |             1 |         1 |      The Joseph Roberts Combo |     2017 | 2017-01-01 | 100594758472613945 |          Tyrone | 100594758472613945 | 100594758472614738 |    4 |         Jury |                                                      0.5 | 2017-01-01 | Facebook
            Galway | 100594758472625742 |          31-49 |             1 |         1 |       The Cody Stafford Group |     2021 | 2021-01-03 | 100594758472613915 |            Cork | 100594758472613915 | 100594758472614740 |    2 |         Jury |                                                      0.5 | 2021-01-03 | Facebook
            Galway | 100594758472625824 |            >50 |             1 |         1 |                  Renee Burton |     2013 | 2013-01-06 | 100594758472613920 |          Galway | 100594758472613920 | 100594758472614756 |    2 |         Jury | 0.200000000000000011102230246251565404236316680908203125 | 2013-01-06 | Facebook
            Galway | 100594758472625825 |            >50 |             1 |         1 |                Catherine Mack |     2015 | 2015-01-04 | 100594758472613938 |           Clare | 100594758472613938 | 100594758472614756 |    2 |         Jury | 0.200000000000000011102230246251565404236316680908203125 | 2015-01-04 | Facebook
            Galway | 100594758472625897 |            >50 |             1 |         1 |                Laura Mitchell |     2021 | 2021-01-03 | 100594758472613936 |       Tipperary | 100594758472613936 | 100594758472614773 |    1 |         Jury |                                                      0.5 | 2021-01-03 | Facebook
            Galway | 100594758472625898 |            >50 |             1 |         1 |                   David Young |     2013 | 2013-01-06 | 100594758472613939 |           Clare | 100594758472613939 | 100594758472614773 |    5 |         Jury | 0.200000000000000011102230246251565404236316680908203125 | 2013-01-06 | Facebook
            Galway | 100594758472626098 |            >50 |             1 |         1 |                   Howard Rice |     2014 | 2014-01-05 | 100594758472613953 |       Roscommon | 100594758472613953 | 100594758472614819 |    5 |         Jury | 0.200000000000000011102230246251565404236316680908203125 | 2014-01-05 | Facebook
            Galway | 100594758472626370 |          18-24 |             1 |         1 |     The Jeremiah Simmons Band |     2016 | 2016-01-03 | 100594758472613922 |          Galway | 100594758472613922 | 100594758472614874 |    1 |         Jury |                                                      0.5 | 2016-01-03 | Facebook
            Galway | 100594758472626393 |          25-30 |             1 |         1 |             Alexandra Parsons |     2018 | 2018-01-07 | 100594758472613946 |          Antrim | 100594758472613946 | 100594758472614879 |    1 |         Jury |                                                      0.5 | 2018-01-07 | Facebook
            Galway | 100594758472626658 |          25-30 |             1 |         1 |    The Thomas Willis MD Combo |     2022 | 2022-01-02 | 100594758472613932 |           Kerry | 100594758472613932 | 100594758472614937 |    3 |         Jury |                                                      0.5 | 2022-01-02 | Facebook
            Galway | 100594758472626659 |          25-30 |             1 |         1 |                   Jordan Wood |     2015 | 2015-01-04 | 100594758472613935 |       Tipperary | 100594758472613935 | 100594758472614937 |    4 |         Jury | 0.200000000000000011102230246251565404236316680908203125 | 2015-01-04 | Facebook
            Galway | 100594758472626902 |          18-24 |             1 |         1 |     The Jeremiah Simmons Band |     2016 | 2016-01-03 | 100594758472613922 |          Galway | 100594758472613922 | 100594758472614989 |    2 |         Jury |                                                      0.5 | 2016-01-03 | Facebook
            Galway | 100594758472626904 |          18-24 |             1 |         1 |      The Robert Carey II Band |     2015 | 2015-01-04 | 100594758472613962 |            Down | 100594758472613962 | 100594758472614989 |    2 |         Jury | 0.200000000000000011102230246251565404236316680908203125 | 2015-01-04 | Facebook
            Galway | 100594758472627377 |          31-49 |             1 |         1 |             Stephanie Jimenez |     2022 | 2022-01-02 | 100594758472613931 |           Kerry | 100594758472613931 | 100594758472614738 |    4 |     Audience |                                                      0.5 | 2022-01-02 | Facebook
            Galway | 100594758472627536 |            >50 |             1 |         1 |                Benjamin Perez |     2018 | 2018-01-07 | 100594758472613926 |         Donegal | 100594758472613926 | 100594758472614773 |    5 |     Audience |                                                      0.5 | 2018-01-07 | Facebook
            Galway | 100594758472627538 |            >50 |             1 |         1 |             Stephanie Jimenez |     2022 | 2022-01-02 | 100594758472613931 |           Kerry | 100594758472613931 | 100594758472614773 |    4 |     Audience |                                                      0.5 | 2022-01-02 | Facebook
            Galway | 100594758472627542 |            >50 |             1 |         1 |            Franklin Singleton |     2015 | 2015-01-04 | 100594758472613975 |          Offaly | 100594758472613975 | 100594758472614773 |    1 |     Audience | 0.200000000000000011102230246251565404236316680908203125 | 2015-01-04 | Facebook
            Galway | 100594758472627543 |            >50 |             1 |         1 |                  David Abbott |     2020 | 2020-01-05 | 100594758472613984 |       Waterford | 100594758472613984 | 100594758472614773 |    3 |     Audience |                                                      0.5 | 2020-01-05 | Facebook
            Galway | 100594758472627777 |            >50 |             1 |         1 |            Christopher Obrien |     2022 | 2022-01-02 | 100594758472613949 |        Limerick | 100594758472613949 | 100594758472614819 |    2 |     Audience |                                                      0.5 | 2022-01-02 | Facebook
            Galway | 100594758472628331 |          25-30 |             1 |         1 |              Michael Marshall |     2018 | 2018-01-07 | 100594758472613914 |            Cork | 100594758472613914 | 100594758472614937 |    3 |     Audience |                                                      0.5 | 2018-01-07 | Facebook
            Galway | 100594758472628568 |          18-24 |             1 |         1 |                   Sharon Sims |     2016 | 2016-01-03 | 100594758472613925 |            Mayo | 100594758472613925 | 100594758472614986 |    4 |     Audience |                                                      0.5 | 2016-01-03 | Facebook
            Galway | 100594758472628583 |          18-24 |             1 |         1 |      The Vanessa Parker Group |     2017 | 2017-01-01 | 100594758472613923 |          Galway | 100594758472613923 | 100594758472614989 |    3 |     Audience |                                                      0.5 | 2017-01-01 | Facebook
            Galway | 100594758472628584 |          18-24 |             1 |         1 |                Benjamin Perez |     2018 | 2018-01-07 | 100594758472613926 |         Donegal | 100594758472613926 | 100594758472614989 |    2 |     Audience |                                                      0.5 | 2018-01-07 | Facebook
            Galway | 100594758472628824 |          25-30 |             1 |         1 |                   Scott Craig |     2014 | 2014-01-05 | 100594758472613929 |         Donegal | 100594758472613929 | 100594758472615041 |    1 |     Audience | 0.200000000000000011102230246251565404236316680908203125 | 2014-01-05 | Facebook
            Galway | 100594758472628827 |          25-30 |             1 |         1 |                  David Abbott |     2020 | 2020-01-05 | 100594758472613984 |       Waterford | 100594758472613984 | 100594758472615041 |    4 |     Audience |                                                      0.5 | 2020-01-05 | Facebook

 viewer_countyname | factsk             | age_group_desc | dim_dayofweek | dim_month | dim_partname                  | dim_year | dimdate    | dimpartsk          | part_countyname | partsk             | viewersk           | vote | votecategory | votecost                                                 | votedate   | votemode
-------------------+--------------------+----------------+---------------+-----------+-------------------------------+----------+------------+--------------------+-----------------+--------------------+--------------------+------+--------------+----------------------------------------------------------+------------+----------
            Galway | 100594758472629122 |          25-30 |             1 |         1 |                    April Page |     2017 | 2017-01-01 | 100594758472613912 |            Cork | 100594758472613912 | 100594758472615104 |    3 |         Jury |                                                      0.5 | 2017-01-01 | Facebook
            Galway | 100594758472629124 |          25-30 |             1 |         1 |                   Ian Johnson |     2018 | 2018-01-07 | 100594758472613924 |            Mayo | 100594758472613924 | 100594758472615104 |    5 |         Jury |                                                      0.5 | 2018-01-07 | Facebook
            Galway | 100594758472629191 |          31-49 |             1 |         1 |                Laura Mitchell |     2021 | 2021-01-03 | 100594758472613936 |       Tipperary | 100594758472613936 | 100594758472615119 |    3 |         Jury |                                                      0.5 | 2021-01-03 | Facebook
            Galway | 100594758472629194 |          31-49 |             1 |         1 |                   Emily Moore |     2019 | 2019-01-06 | 100594758472613917 |          Galway | 100594758472613917 | 100594758472615120 |    4 |         Jury |                                                      0.5 | 2019-01-06 | Facebook
            Galway | 100594758472629195 |          31-49 |             1 |         1 |                  Renee Burton |     2013 | 2013-01-06 | 100594758472613920 |          Galway | 100594758472613920 | 100594758472615120 |    5 |         Jury | 0.200000000000000011102230246251565404236316680908203125 | 2013-01-06 | Facebook
            Galway | 100594758472629196 |          31-49 |             1 |         1 |          The Bobby Kelly Band |     2017 | 2017-01-01 | 100594758472613948 |          Antrim | 100594758472613948 | 100594758472615120 |    1 |         Jury |                                                      0.5 | 2017-01-01 | Facebook
            Galway | 100594758472629309 |            >50 |             1 |         1 |                   Scott Craig |     2014 | 2014-01-05 | 100594758472613929 |         Donegal | 100594758472613929 | 100594758472615146 |    2 |         Jury | 0.200000000000000011102230246251565404236316680908203125 | 2014-01-05 | Facebook
            Galway | 100594758472629311 |            >50 |             1 |         1 |                   David Young |     2013 | 2013-01-06 | 100594758472613939 |           Clare | 100594758472613939 | 100594758472615146 |    3 |         Jury | 0.200000000000000011102230246251565404236316680908203125 | 2013-01-06 | Facebook
            Galway | 100594758472629315 |            >50 |             1 |         1 |                  David Abbott |     2020 | 2020-01-05 | 100594758472613984 |       Waterford | 100594758472613984 | 100594758472615146 |    2 |         Jury |                                                      0.5 | 2020-01-05 | Facebook
            Galway | 100594758472629570 |          25-30 |             1 |         1 |      The Vanessa Parker Group |     2017 | 2017-01-01 | 100594758472613923 |          Galway | 100594758472613923 | 100594758472615199 |    3 |         Jury |                                                      0.5 | 2017-01-01 | Facebook
            Galway | 100594758472629572 |          25-30 |             1 |         1 |                  Mary Hawkins |     2020 | 2020-01-05 | 100594758472613990 |       Westmeath | 100594758472613990 | 100594758472615199 |    3 |         Jury |                                                      0.5 | 2020-01-05 | Facebook
